timestamp,heart_rate,,,,,
2024-11-22T10:00:02,137,,,,,
2024-11-22T10:00:03,133,,,,,
2024-11-22T10:00:04,133,,,,,
2024-11-22T10:00:06,134,,,,,
2024-11-22T10:00:07,135,,,,,
2024-11-22T10:00:09,136,,,,,
2024-11-22T10:00:10,142,,,,,
2024-11-22T10:00:11,143,,,,,
2024-11-22T10:00:12,144,,,,,
2024-11-22T10:00:13,145,,,,,
2024-11-22T10:00:14,144,,,,,
2024-11-22T10:00:18,145,,,,,
2024-11-22T10:00:22,144,,,,,
2024-11-22T10:00:25,145,,,,,
2024-11-22T10:00:27,146,,,,,
2024-11-22T10:00:32,147,,,,,
2024-11-22T10:00:33,148,,,,,
2024-11-22T10:00:35,147,,,,,
2024-11-22T10:00:37,148,,,,,
2024-11-22T10:00:41,147,,,,,
2024-11-22T10:00:43,146,,,,,
2024-11-22T10:00:48,145,,,,,
2024-11-22T10:00:49,143,,,,,
2024-11-22T10:00:50,142,,,,,
2024-11-22T10:00:51,141,,,,,
2024-11-22T10:01:00,140,,,,,
2024-11-22T10:01:06,139,,,,,
2024-11-22T10:01:12,138,,,,,
2024-11-22T10:01:13,136,,,,,
2024-11-22T10:01:14,134,,,,,
2024-11-22T10:01:15,132,,,,,
2024-11-22T10:01:17,133,,,,,
2024-11-22T10:01:22,134,,,,,
2024-11-22T10:01:24,135,,,,,
2024-11-22T10:01:27,136,,,,,
2024-11-22T10:01:28,137,,,,,
2024-11-22T10:01:30,138,,,,,
2024-11-22T10:01:32,139,,,,,
2024-11-22T10:01:33,140,,,,,
2024-11-22T10:01:36,139,,,,,
2024-11-22T10:01:38,140,,,,,
2024-11-22T10:01:40,141,,,,,
2024-11-22T10:01:43,142,,,,,
2024-11-22T10:01:44,143,,,,,
2024-11-22T10:01:48,144,,,,,
2024-11-22T10:01:50,143,,,,,
2024-11-22T10:01:55,144,,,,,
2024-11-22T10:01:56,143,,,,,
2024-11-22T10:02:01,142,,,,,
2024-11-22T10:02:04,143,,,,,
2024-11-22T10:02:11,142,,,,,
2024-11-22T10:02:16,143,,,,,
2024-11-22T10:02:17,142,,,,,
2024-11-22T10:02:24,141,,,,,
2024-11-22T10:02:25,142,,,,,
2024-11-22T10:02:29,141,,,,,
2024-11-22T10:02:33,140,,,,,
2024-11-22T10:02:38,138,,,,,
2024-11-22T10:02:39,135,,,,,
2024-11-22T10:02:40,134,,,,,
2024-11-22T10:02:41,133,,,,,
2024-11-22T10:02:47,134,,,,,
2024-11-22T10:02:49,133,,,,,
2024-11-22T10:02:51,134,,,,,
2024-11-22T10:02:53,135,,,,,
2024-11-22T10:03:02,134,,,,,
2024-11-22T10:03:03,132,,,,,
2024-11-22T10:03:04,130,,,,,
2024-11-22T10:03:05,128,,,,,
2024-11-22T10:03:06,126,,,,,
2024-11-22T10:03:10,127,,,,,
2024-11-22T10:03:11,128,,,,,
2024-11-22T10:03:12,129,,,,,
2024-11-22T10:03:17,128,,,,,
2024-11-22T10:03:20,127,,,,,
2024-11-22T10:03:21,126,,,,,
2024-11-22T10:03:22,125,,,,,
2024-11-22T10:03:23,124,,,,,
2024-11-22T10:03:28,126,,,,,
2024-11-22T10:03:29,135,,,,,
